기관코드,기관명,사업구분,담당부서,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,비고
ORG01630,테스트기관01630,급식비,예산팀,112410,113410,114410,115410,116410,117410,118410,119410,120410,121410,122410,123410,합성 대용량 테스트
ORG01631,테스트기관01631,시설비,시설팀,112417,113417,114417,115417,116417,117417,118417,119417,120417,121417,122417,123417,합성 대용량 테스트
ORG01632,테스트기관01632,강사비,교육지원팀,112424,113424,114424,115424,116424,117424,118424,119424,120424,121424,122424,123424,합성 대용량 테스트
ORG01633,테스트기관01633,운영비,행정지원팀,112431,113431,114431,115431,116431,117431,118431,119431,120431,121431,122431,123431,합성 대용량 테스트
ORG01634,테스트기관01634,급식비,예산팀,112438,113438,114438,115438,116438,117438,118438,119438,120438,121438,122438,123438,합성 대용량 테스트
ORG01635,테스트기관01635,시설비,시설팀,112445,113445,114445,115445,116445,117445,118445,119445,120445,121445,122445,123445,합성 대용량 테스트
ORG01636,테스트기관01636,강사비,교육지원팀,112452,113452,114452,115452,116452,117452,118452,119452,120452,121452,122452,123452,합성 대용량 테스트
ORG01637,테스트기관01637,운영비,행정지원팀,112459,113459,114459,115459,116459,117459,118459,119459,120459,121459,122459,123459,합성 대용량 테스트
ORG01638,테스트기관01638,급식비,예산팀,112466,113466,114466,115466,116466,117466,118466,119466,120466,121466,122466,123466,합성 대용량 테스트
ORG01639,테스트기관01639,시설비,시설팀,112473,113473,114473,115473,116473,117473,118473,119473,120473,121473,122473,123473,합성 대용량 테스트
ORG01640,테스트기관01640,강사비,교육지원팀,112480,113480,114480,115480,116480,117480,118480,119480,120480,121480,122480,123480,합성 대용량 테스트
ORG01641,테스트기관01641,운영비,행정지원팀,112487,113487,114487,115487,116487,117487,118487,119487,120487,121487,122487,123487,합성 대용량 테스트
ORG01642,테스트기관01642,급식비,예산팀,112494,113494,114494,115494,116494,117494,118494,119494,120494,121494,122494,123494,합성 대용량 테스트
ORG01643,테스트기관01643,시설비,시설팀,112501,113501,114501,115501,116501,117501,118501,119501,120501,121501,122501,123501,합성 대용량 테스트
ORG01644,테스트기관01644,강사비,교육지원팀,112508,113508,114508,115508,116508,117508,118508,119508,120508,121508,122508,123508,합성 대용량 테스트
ORG01645,테스트기관01645,운영비,행정지원팀,112515,113515,114515,115515,116515,117515,118515,119515,120515,121515,122515,123515,합성 대용량 테스트
ORG01646,테스트기관01646,급식비,예산팀,112522,113522,114522,115522,116522,117522,118522,119522,120522,121522,122522,123522,합성 대용량 테스트
ORG01647,테스트기관01647,시설비,시설팀,112529,113529,114529,115529,116529,117529,118529,119529,120529,121529,122529,123529,합성 대용량 테스트
ORG01648,테스트기관01648,강사비,교육지원팀,112536,113536,114536,115536,116536,117536,118536,119536,120536,121536,122536,123536,합성 대용량 테스트
ORG01649,테스트기관01649,운영비,행정지원팀,112543,113543,114543,115543,116543,117543,118543,119543,120543,121543,122543,123543,합성 대용량 테스트
ORG01650,테스트기관01650,급식비,예산팀,112550,113550,114550,115550,116550,117550,118550,119550,120550,121550,122550,123550,합성 대용량 테스트
ORG01651,테스트기관01651,시설비,시설팀,112557,113557,114557,115557,116557,117557,118557,119557,120557,121557,122557,123557,합성 대용량 테스트
ORG01652,테스트기관01652,강사비,교육지원팀,112564,113564,114564,115564,116564,117564,118564,119564,120564,121564,122564,123564,합성 대용량 테스트
ORG01653,테스트기관01653,운영비,행정지원팀,112571,113571,114571,115571,116571,117571,118571,119571,120571,121571,122571,123571,합성 대용량 테스트
ORG01654,테스트기관01654,급식비,예산팀,112578,113578,114578,115578,116578,117578,118578,119578,120578,121578,122578,123578,합성 대용량 테스트
ORG01655,테스트기관01655,시설비,시설팀,112585,113585,114585,115585,116585,117585,118585,119585,120585,121585,122585,123585,합성 대용량 테스트
ORG01656,테스트기관01656,강사비,교육지원팀,112592,113592,114592,115592,116592,117592,118592,119592,120592,121592,122592,123592,합성 대용량 테스트
ORG01657,테스트기관01657,운영비,행정지원팀,112599,113599,114599,115599,116599,117599,118599,119599,120599,121599,122599,123599,합성 대용량 테스트
ORG01658,테스트기관01658,급식비,예산팀,112606,113606,114606,115606,116606,117606,118606,119606,120606,121606,122606,123606,합성 대용량 테스트
ORG01659,테스트기관01659,시설비,시설팀,112613,113613,114613,115613,116613,117613,118613,119613,120613,121613,122613,123613,합성 대용량 테스트
ORG01660,테스트기관01660,강사비,교육지원팀,112620,113620,114620,115620,116620,117620,118620,119620,120620,121620,122620,123620,합성 대용량 테스트
ORG01661,테스트기관01661,운영비,행정지원팀,112627,113627,114627,115627,116627,117627,118627,119627,120627,121627,122627,123627,합성 대용량 테스트
ORG01662,테스트기관01662,급식비,예산팀,112634,113634,114634,115634,116634,117634,118634,119634,120634,121634,122634,123634,합성 대용량 테스트
ORG01663,테스트기관01663,시설비,시설팀,112641,113641,114641,115641,116641,117641,118641,119641,120641,121641,122641,123641,합성 대용량 테스트
ORG01664,테스트기관01664,강사비,교육지원팀,112648,113648,114648,115648,116648,117648,118648,119648,120648,121648,122648,123648,합성 대용량 테스트
ORG01665,테스트기관01665,운영비,행정지원팀,112655,113655,114655,115655,116655,117655,118655,119655,120655,121655,122655,123655,합성 대용량 테스트
ORG01666,테스트기관01666,급식비,예산팀,112662,113662,114662,115662,116662,117662,118662,119662,120662,121662,122662,123662,합성 대용량 테스트
ORG01667,테스트기관01667,시설비,시설팀,112669,113669,114669,115669,116669,117669,118669,119669,120669,121669,122669,123669,합성 대용량 테스트
ORG01668,테스트기관01668,강사비,교육지원팀,112676,113676,114676,115676,116676,117676,118676,119676,120676,121676,122676,123676,합성 대용량 테스트
ORG01669,테스트기관01669,운영비,행정지원팀,112683,113683,114683,115683,116683,117683,118683,119683,120683,121683,122683,123683,합성 대용량 테스트
ORG01670,테스트기관01670,급식비,예산팀,112690,113690,114690,115690,116690,117690,118690,119690,120690,121690,122690,123690,합성 대용량 테스트
ORG01671,테스트기관01671,시설비,시설팀,112697,113697,114697,115697,116697,117697,118697,119697,120697,121697,122697,123697,합성 대용량 테스트
ORG01672,테스트기관01672,강사비,교육지원팀,112704,113704,114704,115704,116704,117704,118704,119704,120704,121704,122704,123704,합성 대용량 테스트
ORG01673,테스트기관01673,운영비,행정지원팀,112711,113711,114711,115711,116711,117711,118711,119711,120711,121711,122711,123711,합성 대용량 테스트
ORG01674,테스트기관01674,급식비,예산팀,112718,113718,114718,115718,116718,117718,118718,119718,120718,121718,122718,123718,합성 대용량 테스트
ORG01675,테스트기관01675,시설비,시설팀,112725,113725,114725,115725,116725,117725,118725,119725,120725,121725,122725,123725,합성 대용량 테스트
ORG01676,테스트기관01676,강사비,교육지원팀,112732,113732,114732,115732,116732,117732,118732,119732,120732,121732,122732,123732,합성 대용량 테스트
ORG01677,테스트기관01677,운영비,행정지원팀,112739,113739,114739,115739,116739,117739,118739,119739,120739,121739,122739,123739,합성 대용량 테스트
ORG01678,테스트기관01678,급식비,예산팀,112746,113746,114746,115746,116746,117746,118746,119746,120746,121746,122746,123746,합성 대용량 테스트
ORG01679,테스트기관01679,시설비,시설팀,112753,113753,114753,115753,116753,117753,118753,119753,120753,121753,122753,123753,합성 대용량 테스트
ORG01680,테스트기관01680,강사비,교육지원팀,112760,113760,114760,115760,116760,117760,118760,119760,120760,121760,122760,123760,합성 대용량 테스트
ORG01681,테스트기관01681,운영비,행정지원팀,112767,113767,114767,115767,116767,117767,118767,119767,120767,121767,122767,123767,합성 대용량 테스트
ORG01682,테스트기관01682,급식비,예산팀,112774,113774,114774,115774,116774,117774,118774,119774,120774,121774,122774,123774,합성 대용량 테스트
ORG01683,테스트기관01683,시설비,시설팀,112781,113781,114781,115781,116781,117781,118781,119781,120781,121781,122781,123781,합성 대용량 테스트
ORG01684,테스트기관01684,강사비,교육지원팀,112788,113788,114788,115788,116788,117788,118788,119788,120788,121788,122788,123788,합성 대용량 테스트
ORG01685,테스트기관01685,운영비,행정지원팀,112795,113795,114795,115795,116795,117795,118795,119795,120795,121795,122795,123795,합성 대용량 테스트
ORG01686,테스트기관01686,급식비,예산팀,112802,113802,114802,115802,116802,117802,118802,119802,120802,121802,122802,123802,합성 대용량 테스트
ORG01687,테스트기관01687,시설비,시설팀,112809,113809,114809,115809,116809,117809,118809,119809,120809,121809,122809,123809,합성 대용량 테스트
ORG01688,테스트기관01688,강사비,교육지원팀,112816,113816,114816,115816,116816,117816,118816,119816,120816,121816,122816,123816,합성 대용량 테스트
ORG01689,테스트기관01689,운영비,행정지원팀,112823,113823,114823,115823,116823,117823,118823,119823,120823,121823,122823,123823,합성 대용량 테스트
ORG01690,테스트기관01690,급식비,예산팀,112830,113830,114830,115830,116830,117830,118830,119830,120830,121830,122830,123830,합성 대용량 테스트
ORG01691,테스트기관01691,시설비,시설팀,112837,113837,114837,115837,116837,117837,118837,119837,120837,121837,122837,123837,합성 대용량 테스트
ORG01692,테스트기관01692,강사비,교육지원팀,112844,113844,114844,115844,116844,117844,118844,119844,120844,121844,122844,123844,합성 대용량 테스트
ORG01693,테스트기관01693,운영비,행정지원팀,112851,113851,114851,115851,116851,117851,118851,119851,120851,121851,122851,123851,합성 대용량 테스트
ORG01694,테스트기관01694,급식비,예산팀,112858,113858,114858,115858,116858,117858,118858,119858,120858,121858,122858,123858,합성 대용량 테스트
ORG01695,테스트기관01695,시설비,시설팀,112865,113865,114865,115865,116865,117865,118865,119865,120865,121865,122865,123865,합성 대용량 테스트
ORG01696,테스트기관01696,강사비,교육지원팀,112872,113872,114872,115872,116872,117872,118872,119872,120872,121872,122872,123872,합성 대용량 테스트
ORG01697,테스트기관01697,운영비,행정지원팀,112879,113879,114879,115879,116879,117879,118879,119879,120879,121879,122879,123879,합성 대용량 테스트
ORG01698,테스트기관01698,급식비,예산팀,112886,113886,114886,115886,116886,117886,118886,119886,120886,121886,122886,123886,합성 대용량 테스트
ORG01699,테스트기관01699,시설비,시설팀,112893,113893,114893,115893,116893,117893,118893,119893,120893,121893,122893,123893,합성 대용량 테스트
ORG01700,테스트기관01700,강사비,교육지원팀,112900,113900,114900,115900,116900,117900,118900,119900,120900,121900,122900,123900,합성 대용량 테스트
ORG01701,테스트기관01701,운영비,행정지원팀,112907,113907,114907,115907,116907,117907,118907,119907,120907,121907,122907,123907,합성 대용량 테스트
ORG01702,테스트기관01702,급식비,예산팀,112914,113914,114914,115914,116914,117914,118914,119914,120914,121914,122914,123914,합성 대용량 테스트
ORG01703,테스트기관01703,시설비,시설팀,112921,113921,114921,115921,116921,117921,118921,119921,120921,121921,122921,123921,합성 대용량 테스트
ORG01704,테스트기관01704,강사비,교육지원팀,112928,113928,114928,115928,116928,117928,118928,119928,120928,121928,122928,123928,합성 대용량 테스트
ORG01705,테스트기관01705,운영비,행정지원팀,112935,113935,114935,115935,116935,117935,118935,119935,120935,121935,122935,123935,합성 대용량 테스트
ORG01706,테스트기관01706,급식비,예산팀,112942,113942,114942,115942,116942,117942,118942,119942,120942,121942,122942,123942,합성 대용량 테스트
ORG01707,테스트기관01707,시설비,시설팀,112949,113949,114949,115949,116949,117949,118949,119949,120949,121949,122949,123949,합성 대용량 테스트
ORG01708,테스트기관01708,강사비,교육지원팀,112956,113956,114956,115956,116956,117956,118956,119956,120956,121956,122956,123956,합성 대용량 테스트
ORG01709,테스트기관01709,운영비,행정지원팀,112963,113963,114963,115963,116963,117963,118963,119963,120963,121963,122963,123963,합성 대용량 테스트
ORG01710,테스트기관01710,급식비,예산팀,112970,113970,114970,115970,116970,117970,118970,119970,120970,121970,122970,123970,합성 대용량 테스트
ORG01711,테스트기관01711,시설비,시설팀,112977,113977,114977,115977,116977,117977,118977,119977,120977,121977,122977,123977,합성 대용량 테스트
ORG01712,테스트기관01712,강사비,교육지원팀,112984,113984,114984,115984,116984,117984,118984,119984,120984,121984,122984,123984,합성 대용량 테스트
ORG01713,테스트기관01713,운영비,행정지원팀,112991,113991,114991,115991,116991,117991,118991,119991,120991,121991,122991,123991,합성 대용량 테스트
ORG01714,테스트기관01714,급식비,예산팀,112998,113998,114998,115998,116998,117998,118998,119998,120998,121998,122998,123998,합성 대용량 테스트
ORG01715,테스트기관01715,시설비,시설팀,113005,114005,115005,116005,117005,118005,119005,120005,121005,122005,123005,124005,합성 대용량 테스트
ORG01716,테스트기관01716,강사비,교육지원팀,113012,114012,115012,116012,117012,118012,119012,120012,121012,122012,123012,124012,합성 대용량 테스트
ORG01717,테스트기관01717,운영비,행정지원팀,113019,114019,115019,116019,117019,118019,119019,120019,121019,122019,123019,124019,합성 대용량 테스트
ORG01718,테스트기관01718,급식비,예산팀,113026,114026,115026,116026,117026,118026,119026,120026,121026,122026,123026,124026,합성 대용량 테스트
ORG01719,테스트기관01719,시설비,시설팀,113033,114033,115033,116033,117033,118033,119033,120033,121033,122033,123033,124033,합성 대용량 테스트
ORG01720,테스트기관01720,강사비,교육지원팀,113040,114040,115040,116040,117040,118040,119040,120040,121040,122040,123040,124040,합성 대용량 테스트
ORG01721,테스트기관01721,운영비,행정지원팀,113047,114047,115047,116047,117047,118047,119047,120047,121047,122047,123047,124047,합성 대용량 테스트
ORG01722,테스트기관01722,급식비,예산팀,113054,114054,115054,116054,117054,118054,119054,120054,121054,122054,123054,124054,합성 대용량 테스트
ORG01723,테스트기관01723,시설비,시설팀,113061,114061,115061,116061,117061,118061,119061,120061,121061,122061,123061,124061,합성 대용량 테스트
ORG01724,테스트기관01724,강사비,교육지원팀,113068,114068,115068,116068,117068,118068,119068,120068,121068,122068,123068,124068,합성 대용량 테스트
ORG01725,테스트기관01725,운영비,행정지원팀,113075,114075,115075,116075,117075,118075,119075,120075,121075,122075,123075,124075,합성 대용량 테스트
ORG01726,테스트기관01726,급식비,예산팀,113082,114082,115082,116082,117082,118082,119082,120082,121082,122082,123082,124082,합성 대용량 테스트
ORG01727,테스트기관01727,시설비,시설팀,113089,114089,115089,116089,117089,118089,119089,120089,121089,122089,123089,124089,합성 대용량 테스트
ORG01728,테스트기관01728,강사비,교육지원팀,113096,114096,115096,116096,117096,118096,119096,120096,121096,122096,123096,124096,합성 대용량 테스트
ORG01729,테스트기관01729,운영비,행정지원팀,113103,114103,115103,116103,117103,118103,119103,120103,121103,122103,123103,124103,합성 대용량 테스트
ORG01730,테스트기관01730,급식비,예산팀,113110,114110,115110,116110,117110,118110,119110,120110,121110,122110,123110,124110,합성 대용량 테스트
ORG01731,테스트기관01731,시설비,시설팀,113117,114117,115117,116117,117117,118117,119117,120117,121117,122117,123117,124117,합성 대용량 테스트
ORG01732,테스트기관01732,강사비,교육지원팀,113124,114124,115124,116124,117124,118124,119124,120124,121124,122124,123124,124124,합성 대용량 테스트
ORG01733,테스트기관01733,운영비,행정지원팀,113131,114131,115131,116131,117131,118131,119131,120131,121131,122131,123131,124131,합성 대용량 테스트
ORG01734,테스트기관01734,급식비,예산팀,113138,114138,115138,116138,117138,118138,119138,120138,121138,122138,123138,124138,합성 대용량 테스트
ORG01735,테스트기관01735,시설비,시설팀,113145,114145,115145,116145,117145,118145,119145,120145,121145,122145,123145,124145,합성 대용량 테스트
ORG01736,테스트기관01736,강사비,교육지원팀,113152,114152,115152,116152,117152,118152,119152,120152,121152,122152,123152,124152,합성 대용량 테스트
ORG01737,테스트기관01737,운영비,행정지원팀,113159,114159,115159,116159,117159,118159,119159,120159,121159,122159,123159,124159,합성 대용량 테스트
ORG01738,테스트기관01738,급식비,예산팀,113166,114166,115166,116166,117166,118166,119166,120166,121166,122166,123166,124166,합성 대용량 테스트
ORG01739,테스트기관01739,시설비,시설팀,113173,114173,115173,116173,117173,118173,119173,120173,121173,122173,123173,124173,합성 대용량 테스트
ORG01740,테스트기관01740,강사비,교육지원팀,113180,114180,115180,116180,117180,118180,119180,120180,121180,122180,123180,124180,합성 대용량 테스트
ORG01741,테스트기관01741,운영비,행정지원팀,113187,114187,115187,116187,117187,118187,119187,120187,121187,122187,123187,124187,합성 대용량 테스트
ORG01742,테스트기관01742,급식비,예산팀,113194,114194,115194,116194,117194,118194,119194,120194,121194,122194,123194,124194,합성 대용량 테스트
ORG01743,테스트기관01743,시설비,시설팀,113201,114201,115201,116201,117201,118201,119201,120201,121201,122201,123201,124201,합성 대용량 테스트
ORG01744,테스트기관01744,강사비,교육지원팀,113208,114208,115208,116208,117208,118208,119208,120208,121208,122208,123208,124208,합성 대용량 테스트
ORG01745,테스트기관01745,운영비,행정지원팀,113215,114215,115215,116215,117215,118215,119215,120215,121215,122215,123215,124215,합성 대용량 테스트
ORG01746,테스트기관01746,급식비,예산팀,113222,114222,115222,116222,117222,118222,119222,120222,121222,122222,123222,124222,합성 대용량 테스트
ORG01747,테스트기관01747,시설비,시설팀,113229,114229,115229,116229,117229,118229,119229,120229,121229,122229,123229,124229,합성 대용량 테스트
ORG01748,테스트기관01748,강사비,교육지원팀,113236,114236,115236,116236,117236,118236,119236,120236,121236,122236,123236,124236,합성 대용량 테스트
ORG01749,테스트기관01749,운영비,행정지원팀,113243,114243,115243,116243,117243,118243,119243,120243,121243,122243,123243,124243,합성 대용량 테스트
ORG01750,테스트기관01750,급식비,예산팀,113250,114250,115250,116250,117250,118250,119250,120250,121250,122250,123250,124250,합성 대용량 테스트
ORG01751,테스트기관01751,시설비,시설팀,113257,114257,115257,116257,117257,118257,119257,120257,121257,122257,123257,124257,합성 대용량 테스트
ORG01752,테스트기관01752,강사비,교육지원팀,113264,114264,115264,116264,117264,118264,119264,120264,121264,122264,123264,124264,합성 대용량 테스트
ORG01753,테스트기관01753,운영비,행정지원팀,113271,114271,115271,116271,117271,118271,119271,120271,121271,122271,123271,124271,합성 대용량 테스트
ORG01754,테스트기관01754,급식비,예산팀,113278,114278,115278,116278,117278,118278,119278,120278,121278,122278,123278,124278,합성 대용량 테스트
ORG01755,테스트기관01755,시설비,시설팀,113285,114285,115285,116285,117285,118285,119285,120285,121285,122285,123285,124285,합성 대용량 테스트
ORG01756,테스트기관01756,강사비,교육지원팀,113292,114292,115292,116292,117292,118292,119292,120292,121292,122292,123292,124292,합성 대용량 테스트
ORG01757,테스트기관01757,운영비,행정지원팀,113299,114299,115299,116299,117299,118299,119299,120299,121299,122299,123299,124299,합성 대용량 테스트
ORG01758,테스트기관01758,급식비,예산팀,113306,114306,115306,116306,117306,118306,119306,120306,121306,122306,123306,124306,합성 대용량 테스트
ORG01759,테스트기관01759,시설비,시설팀,113313,114313,115313,116313,117313,118313,119313,120313,121313,122313,123313,124313,합성 대용량 테스트
ORG01760,테스트기관01760,강사비,교육지원팀,113320,114320,115320,116320,117320,118320,119320,120320,121320,122320,123320,124320,합성 대용량 테스트
ORG01761,테스트기관01761,운영비,행정지원팀,113327,114327,115327,116327,117327,118327,119327,120327,121327,122327,123327,124327,합성 대용량 테스트
ORG01762,테스트기관01762,급식비,예산팀,113334,114334,115334,116334,117334,118334,119334,120334,121334,122334,123334,124334,합성 대용량 테스트
ORG01763,테스트기관01763,시설비,시설팀,113341,114341,115341,116341,117341,118341,119341,120341,121341,122341,123341,124341,합성 대용량 테스트
ORG01764,테스트기관01764,강사비,교육지원팀,113348,114348,115348,116348,117348,118348,119348,120348,121348,122348,123348,124348,합성 대용량 테스트
ORG01765,테스트기관01765,운영비,행정지원팀,113355,114355,115355,116355,117355,118355,119355,120355,121355,122355,123355,124355,합성 대용량 테스트
ORG01766,테스트기관01766,급식비,예산팀,113362,114362,115362,116362,117362,118362,119362,120362,121362,122362,123362,124362,합성 대용량 테스트
ORG01767,테스트기관01767,시설비,시설팀,113369,114369,115369,116369,117369,118369,119369,120369,121369,122369,123369,124369,합성 대용량 테스트
ORG01768,테스트기관01768,강사비,교육지원팀,113376,114376,115376,116376,117376,118376,119376,120376,121376,122376,123376,124376,합성 대용량 테스트
ORG01769,테스트기관01769,운영비,행정지원팀,113383,114383,115383,116383,117383,118383,119383,120383,121383,122383,123383,124383,합성 대용량 테스트
ORG01770,테스트기관01770,급식비,예산팀,113390,114390,115390,116390,117390,118390,119390,120390,121390,122390,123390,124390,합성 대용량 테스트
ORG01771,테스트기관01771,시설비,시설팀,113397,114397,115397,116397,117397,118397,119397,120397,121397,122397,123397,124397,합성 대용량 테스트
ORG01772,테스트기관01772,강사비,교육지원팀,113404,114404,115404,116404,117404,118404,119404,120404,121404,122404,123404,124404,합성 대용량 테스트
ORG01773,테스트기관01773,운영비,행정지원팀,113411,114411,115411,116411,117411,118411,119411,120411,121411,122411,123411,124411,합성 대용량 테스트
ORG01774,테스트기관01774,급식비,예산팀,113418,114418,115418,116418,117418,118418,119418,120418,121418,122418,123418,124418,합성 대용량 테스트
ORG01775,테스트기관01775,시설비,시설팀,113425,114425,115425,116425,117425,118425,119425,120425,121425,122425,123425,124425,합성 대용량 테스트
ORG01776,테스트기관01776,강사비,교육지원팀,113432,114432,115432,116432,117432,118432,119432,120432,121432,122432,123432,124432,합성 대용량 테스트
ORG01777,테스트기관01777,운영비,행정지원팀,113439,114439,115439,116439,117439,118439,119439,120439,121439,122439,123439,124439,합성 대용량 테스트
ORG01778,테스트기관01778,급식비,예산팀,113446,114446,115446,116446,117446,118446,119446,120446,121446,122446,123446,124446,합성 대용량 테스트
ORG01779,테스트기관01779,시설비,시설팀,113453,114453,115453,116453,117453,118453,119453,120453,121453,122453,123453,124453,합성 대용량 테스트
ORG01780,테스트기관01780,강사비,교육지원팀,113460,114460,115460,116460,117460,118460,119460,120460,121460,122460,123460,124460,합성 대용량 테스트
ORG01781,테스트기관01781,운영비,행정지원팀,113467,114467,115467,116467,117467,118467,119467,120467,121467,122467,123467,124467,합성 대용량 테스트
ORG01782,테스트기관01782,급식비,예산팀,113474,114474,115474,116474,117474,118474,119474,120474,121474,122474,123474,124474,합성 대용량 테스트
ORG01783,테스트기관01783,시설비,시설팀,113481,114481,115481,116481,117481,118481,119481,120481,121481,122481,123481,124481,합성 대용량 테스트
ORG01784,테스트기관01784,강사비,교육지원팀,113488,114488,115488,116488,117488,118488,119488,120488,121488,122488,123488,124488,합성 대용량 테스트
ORG01785,테스트기관01785,운영비,행정지원팀,113495,114495,115495,116495,117495,118495,119495,120495,121495,122495,123495,124495,합성 대용량 테스트
ORG01786,테스트기관01786,급식비,예산팀,113502,114502,115502,116502,117502,118502,119502,120502,121502,122502,123502,124502,합성 대용량 테스트
ORG01787,테스트기관01787,시설비,시설팀,113509,114509,115509,116509,117509,118509,119509,120509,121509,122509,123509,124509,합성 대용량 테스트
ORG01788,테스트기관01788,강사비,교육지원팀,113516,114516,115516,116516,117516,118516,119516,120516,121516,122516,123516,124516,합성 대용량 테스트
ORG01789,테스트기관01789,운영비,행정지원팀,113523,114523,115523,116523,117523,118523,119523,120523,121523,122523,123523,124523,합성 대용량 테스트
ORG01790,테스트기관01790,급식비,예산팀,113530,114530,115530,116530,117530,118530,119530,120530,121530,122530,123530,124530,합성 대용량 테스트
ORG01791,테스트기관01791,시설비,시설팀,113537,114537,115537,116537,117537,118537,119537,120537,121537,122537,123537,124537,합성 대용량 테스트
ORG01792,테스트기관01792,강사비,교육지원팀,113544,114544,115544,116544,117544,118544,119544,120544,121544,122544,123544,124544,합성 대용량 테스트
ORG01793,테스트기관01793,운영비,행정지원팀,113551,114551,115551,116551,117551,118551,119551,120551,121551,122551,123551,124551,합성 대용량 테스트
ORG01794,테스트기관01794,급식비,예산팀,113558,114558,115558,116558,117558,118558,119558,120558,121558,122558,123558,124558,합성 대용량 테스트
ORG01795,테스트기관01795,시설비,시설팀,113565,114565,115565,116565,117565,118565,119565,120565,121565,122565,123565,124565,합성 대용량 테스트
ORG01796,테스트기관01796,강사비,교육지원팀,113572,114572,115572,116572,117572,118572,119572,120572,121572,122572,123572,124572,합성 대용량 테스트
ORG01797,테스트기관01797,운영비,행정지원팀,113579,114579,115579,116579,117579,118579,119579,120579,121579,122579,123579,124579,합성 대용량 테스트
ORG01798,테스트기관01798,급식비,예산팀,113586,114586,115586,116586,117586,118586,119586,120586,121586,122586,123586,124586,합성 대용량 테스트
ORG01799,테스트기관01799,시설비,시설팀,113593,114593,115593,116593,117593,118593,119593,120593,121593,122593,123593,124593,합성 대용량 테스트
ORG01800,테스트기관01800,강사비,교육지원팀,113600,114600,115600,116600,117600,118600,119600,120600,121600,122600,123600,124600,합성 대용량 테스트
ORG01801,테스트기관01801,운영비,행정지원팀,113607,114607,115607,116607,117607,118607,119607,120607,121607,122607,123607,124607,합성 대용량 테스트
ORG01802,테스트기관01802,급식비,예산팀,113614,114614,115614,116614,117614,118614,119614,120614,121614,122614,123614,124614,합성 대용량 테스트
ORG01803,테스트기관01803,시설비,시설팀,113621,114621,115621,116621,117621,118621,119621,120621,121621,122621,123621,124621,합성 대용량 테스트
ORG01804,테스트기관01804,강사비,교육지원팀,113628,114628,115628,116628,117628,118628,119628,120628,121628,122628,123628,124628,합성 대용량 테스트
ORG01805,테스트기관01805,운영비,행정지원팀,113635,114635,115635,116635,117635,118635,119635,120635,121635,122635,123635,124635,합성 대용량 테스트
ORG01806,테스트기관01806,급식비,예산팀,113642,114642,115642,116642,117642,118642,119642,120642,121642,122642,123642,124642,합성 대용량 테스트
ORG01807,테스트기관01807,시설비,시설팀,113649,114649,115649,116649,117649,118649,119649,120649,121649,122649,123649,124649,합성 대용량 테스트
ORG01808,테스트기관01808,강사비,교육지원팀,113656,114656,115656,116656,117656,118656,119656,120656,121656,122656,123656,124656,합성 대용량 테스트
ORG01809,테스트기관01809,운영비,행정지원팀,113663,114663,115663,116663,117663,118663,119663,120663,121663,122663,123663,124663,합성 대용량 테스트
ORG01810,테스트기관01810,급식비,예산팀,113670,114670,115670,116670,117670,118670,119670,120670,121670,122670,123670,124670,합성 대용량 테스트
ORG01811,테스트기관01811,시설비,시설팀,113677,114677,115677,116677,117677,118677,119677,120677,121677,122677,123677,124677,합성 대용량 테스트
ORG01812,테스트기관01812,강사비,교육지원팀,113684,114684,115684,116684,117684,118684,119684,120684,121684,122684,123684,124684,합성 대용량 테스트
ORG01813,테스트기관01813,운영비,행정지원팀,113691,114691,115691,116691,117691,118691,119691,120691,121691,122691,123691,124691,합성 대용량 테스트
ORG01814,테스트기관01814,급식비,예산팀,113698,114698,115698,116698,117698,118698,119698,120698,121698,122698,123698,124698,합성 대용량 테스트
ORG01815,테스트기관01815,시설비,시설팀,113705,114705,115705,116705,117705,118705,119705,120705,121705,122705,123705,124705,합성 대용량 테스트
ORG01816,테스트기관01816,강사비,교육지원팀,113712,114712,115712,116712,117712,118712,119712,120712,121712,122712,123712,124712,합성 대용량 테스트
ORG01817,테스트기관01817,운영비,행정지원팀,113719,114719,115719,116719,117719,118719,119719,120719,121719,122719,123719,124719,합성 대용량 테스트
ORG01818,테스트기관01818,급식비,예산팀,113726,114726,115726,116726,117726,118726,119726,120726,121726,122726,123726,124726,합성 대용량 테스트
ORG01819,테스트기관01819,시설비,시설팀,113733,114733,115733,116733,117733,118733,119733,120733,121733,122733,123733,124733,합성 대용량 테스트
ORG01820,테스트기관01820,강사비,교육지원팀,113740,114740,115740,116740,117740,118740,119740,120740,121740,122740,123740,124740,합성 대용량 테스트
ORG01821,테스트기관01821,운영비,행정지원팀,113747,114747,115747,116747,117747,118747,119747,120747,121747,122747,123747,124747,합성 대용량 테스트
ORG01822,테스트기관01822,급식비,예산팀,113754,114754,115754,116754,117754,118754,119754,120754,121754,122754,123754,124754,합성 대용량 테스트
ORG01823,테스트기관01823,시설비,시설팀,113761,114761,115761,116761,117761,118761,119761,120761,121761,122761,123761,124761,합성 대용량 테스트
ORG01824,테스트기관01824,강사비,교육지원팀,113768,114768,115768,116768,117768,118768,119768,120768,121768,122768,123768,124768,합성 대용량 테스트
ORG01825,테스트기관01825,운영비,행정지원팀,113775,114775,115775,116775,117775,118775,119775,120775,121775,122775,123775,124775,합성 대용량 테스트
